Data table for: E:\YR 4 LVAY DATA\GT3X+\Hip\1032_V1R3XP_41sec.agd
Date, Time, Axis1,Axis2,Axis3,Inclinometer,Vector Magnitude
5/5/2011,17:51:51,0,0,0,0,0
5/5/2011,17:51:52,0,0,0,0,0
5/5/2011,17:51:53,0,0,0,0,0
5/5/2011,17:51:54,0,0,0,0,0
5/5/2011,17:51:55,0,0,0,0,0
5/5/2011,17:51:56,0,0,0,0,0
5/5/2011,17:51:57,0,0,0,0,0
5/5/2011,17:51:58,0,0,0,0,0
5/5/2011,17:51:59,0,0,0,0,0
5/5/2011,17:52:00,0,0,0,0,0
5/5/2011,17:52:01,0,0,0,0,0
5/5/2011,17:52:02,0,0,0,0,0
5/5/2011,17:52:03,0,0,0,0,0
5/5/2011,17:52:04,0,0,0,0,0
5/5/2011,17:52:05,0,0,0,0,0
5/5/2011,17:52:06,0,0,0,0,0
5/5/2011,17:52:07,0,0,0,0,0
5/5/2011,17:52:08,0,0,0,0,0
5/5/2011,17:52:09,0,0,0,0,0
5/5/2011,17:52:10,0,0,0,0,0
5/5/2011,17:52:11,0,0,0,0,0
5/5/2011,17:52:12,0,0,0,0,0
5/5/2011,17:52:13,0,0,0,0,0
5/5/2011,17:52:14,0,0,0,0,0
5/5/2011,17:52:15,0,0,0,0,0
5/5/2011,17:52:16,0,0,0,0,0
5/5/2011,17:52:17,0,0,0,0,0
5/5/2011,17:52:18,0,0,0,0,0
5/5/2011,17:52:19,0,0,0,0,0
5/5/2011,17:52:20,0,0,0,0,0
5/5/2011,17:52:21,0,0,0,0,0
5/5/2011,17:52:22,0,0,0,0,0
5/5/2011,17:52:23,0,0,0,0,0
5/5/2011,17:52:24,0,0,0,0,0
5/5/2011,17:52:25,0,0,0,0,0
5/5/2011,17:52:26,0,0,0,0,0
5/5/2011,17:52:27,0,0,0,0,0
5/5/2011,17:52:28,0,0,0,0,0
5/5/2011,17:52:29,0,0,0,0,0
5/5/2011,17:52:30,0,0,0,0,0
5/5/2011,17:52:31,0,0,0,0,0
5/5/2011,17:52:32,0,0,0,0,0
5/5/2011,17:52:33,0,0,0,0,0
5/5/2011,17:52:34,0,0,0,0,0
5/5/2011,17:52:35,0,0,0,0,0
5/5/2011,17:52:36,0,0,0,0,0
5/5/2011,17:52:37,0,0,0,0,0
5/5/2011,17:52:38,0,0,0,0,0
5/5/2011,17:52:39,0,0,0,0,0
5/5/2011,17:52:40,0,0,0,0,0
5/5/2011,17:52:41,0,0,0,0,0
5/5/2011,17:52:42,0,0,0,0,0
5/5/2011,17:52:43,0,0,0,0,0
5/5/2011,17:52:44,0,0,0,0,0
5/5/2011,17:52:45,0,0,0,0,0
5/5/2011,17:52:46,0,0,0,0,0
5/5/2011,17:52:47,0,0,0,0,0
5/5/2011,17:52:48,0,0,0,0,0
5/5/2011,17:52:49,0,0,0,0,0
5/5/2011,17:52:50,0,0,0,0,0
5/5/2011,17:52:51,0,0,0,0,0
5/5/2011,17:52:52,0,0,0,0,0
5/5/2011,17:52:53,0,0,0,0,0
5/5/2011,17:52:54,0,0,0,0,0
5/5/2011,17:52:55,0,0,0,0,0
5/5/2011,17:52:56,0,0,0,0,0
5/5/2011,17:52:57,0,0,0,0,0
5/5/2011,17:52:58,0,0,0,0,0
5/5/2011,17:52:59,0,0,0,0,0
5/5/2011,17:53:00,0,0,0,0,0
5/5/2011,17:53:01,0,0,0,0,0
5/5/2011,17:53:02,0,0,0,0,0
5/5/2011,17:53:03,0,0,0,0,0
5/5/2011,17:53:04,0,0,0,0,0
5/5/2011,17:53:05,0,0,0,0,0
5/5/2011,17:53:06,0,0,0,0,0
5/5/2011,17:53:07,0,0,0,0,0
5/5/2011,17:53:08,0,0,0,0,0
5/5/2011,17:53:09,0,0,0,0,0
5/5/2011,17:53:10,0,0,0,0,0
5/5/2011,17:53:11,0,0,0,0,0
5/5/2011,17:53:12,0,0,0,0,0
5/5/2011,17:53:13,0,0,0,0,0
5/5/2011,17:53:14,0,0,0,0,0
5/5/2011,17:53:15,0,0,0,0,0
5/5/2011,17:53:16,0,0,0,0,0
5/5/2011,17:53:17,0,0,0,0,0
5/5/2011,17:53:18,0,0,0,0,0
5/5/2011,17:53:19,0,0,0,0,0
5/5/2011,17:53:20,0,0,0,0,0
5/5/2011,17:53:21,0,0,0,0,0
5/5/2011,17:53:22,0,0,0,0,0
5/5/2011,17:53:23,0,0,0,0,0
5/5/2011,17:53:24,0,0,0,0,0
5/5/2011,17:53:25,0,0,0,0,0
5/5/2011,17:53:26,0,0,0,0,0
5/5/2011,17:53:27,0,0,0,0,0
5/5/2011,17:53:28,0,0,0,0,0
5/5/2011,17:53:29,0,0,0,0,0
5/5/2011,17:53:30,0,0,0,0,0
5/5/2011,17:53:31,0,0,0,0,0
5/5/2011,17:53:32,0,0,0,0,0
5/5/2011,17:53:33,0,0,0,0,0
5/5/2011,17:53:34,0,0,0,0,0
5/5/2011,17:53:35,0,0,0,0,0
5/5/2011,17:53:36,0,0,0,0,0
5/5/2011,17:53:37,0,0,0,0,0
5/5/2011,17:53:38,0,0,0,0,0
5/5/2011,17:53:39,0,0,0,0,0
5/5/2011,17:53:40,0,0,0,0,0
5/5/2011,17:53:41,0,0,0,0,0
5/5/2011,17:53:42,0,0,0,0,0
5/5/2011,17:53:43,0,0,0,0,0
5/5/2011,17:53:44,0,0,0,0,0
5/5/2011,17:53:45,0,0,0,0,0
5/5/2011,17:53:46,0,0,0,0,0
5/5/2011,17:53:47,0,0,0,0,0
5/5/2011,17:53:48,0,0,0,0,0
5/5/2011,17:53:49,0,0,0,0,0
5/5/2011,17:53:50,0,0,0,0,0
5/5/2011,17:53:51,0,0,0,0,0
5/5/2011,17:53:52,0,0,0,0,0
5/5/2011,17:53:53,0,0,0,0,0
5/5/2011,17:53:54,0,0,0,0,0
5/5/2011,17:53:55,0,0,0,0,0
5/5/2011,17:53:56,0,0,0,0,0
5/5/2011,17:53:57,0,0,0,0,0
5/5/2011,17:53:58,0,0,0,0,0
5/5/2011,17:53:59,0,0,0,0,0
5/5/2011,17:54:00,0,0,0,0,0
5/5/2011,17:54:01,0,0,0,0,0
5/5/2011,17:54:02,0,0,0,0,0
5/5/2011,17:54:03,0,0,0,0,0
5/5/2011,17:54:04,0,0,0,0,0
5/5/2011,17:54:05,0,0,0,0,0
5/5/2011,17:54:06,0,0,0,0,0
5/5/2011,17:54:07,0,0,0,0,0
5/5/2011,17:54:08,0,0,0,0,0
5/5/2011,17:54:09,0,0,0,0,0
5/5/2011,17:54:10,0,0,0,0,0
5/5/2011,17:54:11,0,0,0,0,0
5/5/2011,17:54:12,0,0,0,0,0
5/5/2011,17:54:13,0,0,0,0,0
5/5/2011,17:54:14,0,0,0,0,0
5/5/2011,17:54:15,0,0,0,0,0
5/5/2011,17:54:16,0,0,0,0,0
5/5/2011,17:54:17,0,0,0,0,0
5/5/2011,17:54:18,0,0,0,0,0
5/5/2011,17:54:19,0,0,0,0,0
5/5/2011,17:54:20,0,0,0,0,0
5/5/2011,17:54:21,0,0,0,0,0
5/5/2011,17:54:22,0,0,0,0,0
5/5/2011,17:54:23,0,0,0,0,0
5/5/2011,17:54:24,0,0,0,0,0
5/5/2011,17:54:25,0,0,0,0,0
5/5/2011,17:54:26,0,0,0,0,0
5/5/2011,17:54:27,0,0,0,0,0
5/5/2011,17:54:28,0,0,0,0,0
5/5/2011,17:54:29,0,0,0,0,0
5/5/2011,17:54:30,0,0,0,0,0
5/5/2011,17:54:31,0,0,0,0,0
5/5/2011,17:54:32,0,0,0,0,0
5/5/2011,17:54:33,0,0,0,0,0
5/5/2011,17:54:34,0,0,0,0,0
5/5/2011,17:54:35,0,0,0,0,0
5/5/2011,17:54:36,0,0,0,0,0
5/5/2011,17:54:37,0,0,0,0,0
5/5/2011,17:54:38,0,0,0,0,0
5/5/2011,17:54:39,0,0,0,0,0
5/5/2011,17:54:40,0,0,0,0,0
5/5/2011,17:54:41,0,0,0,0,0
5/5/2011,17:54:42,0,0,0,0,0
5/5/2011,17:54:43,0,0,0,0,0
5/5/2011,17:54:44,0,0,0,0,0
5/5/2011,17:54:45,0,0,0,0,0
5/5/2011,17:54:46,0,0,0,0,0
5/5/2011,17:54:47,0,0,0,0,0
5/5/2011,17:54:48,0,0,0,0,0
5/5/2011,17:54:49,0,0,0,0,0
5/5/2011,17:54:50,0,0,0,0,0
5/5/2011,17:54:51,0,0,0,0,0
5/5/2011,17:54:52,0,0,0,0,0
5/5/2011,17:54:53,0,0,0,0,0
5/5/2011,17:54:54,0,0,0,0,0
5/5/2011,17:54:55,0,0,0,0,0
5/5/2011,17:54:56,0,0,0,0,0
5/5/2011,17:54:57,0,0,0,0,0
5/5/2011,17:54:58,0,0,0,0,0
5/5/2011,17:54:59,0,0,0,0,0
5/5/2011,17:55:00,0,0,0,0,0
5/5/2011,17:55:01,0,0,0,0,0
5/5/2011,17:55:02,0,0,0,0,0
5/5/2011,17:55:03,0,0,0,0,0
5/5/2011,17:55:04,0,0,0,0,0
5/5/2011,17:55:05,0,0,0,0,0
5/5/2011,17:55:06,0,0,0,0,0
5/5/2011,17:55:07,0,0,0,0,0
5/5/2011,17:55:08,0,0,0,0,0
5/5/2011,17:55:09,0,0,0,0,0
5/5/2011,17:55:10,0,0,0,0,0
5/5/2011,17:55:11,0,0,0,0,0
5/5/2011,17:55:12,0,0,0,0,0
5/5/2011,17:55:13,0,0,0,0,0
5/5/2011,17:55:14,0,0,0,0,0
5/5/2011,17:55:15,0,0,0,0,0
5/5/2011,17:55:16,0,0,0,0,0
5/5/2011,17:55:17,0,0,0,0,0
5/5/2011,17:55:18,0,0,0,0,0
5/5/2011,17:55:19,0,0,0,0,0
5/5/2011,17:55:20,0,0,0,0,0
5/5/2011,17:55:21,0,0,0,0,0
5/5/2011,17:55:22,0,0,0,0,0
5/5/2011,17:55:23,0,0,0,0,0
5/5/2011,17:55:24,0,0,0,0,0
5/5/2011,17:55:25,0,0,0,0,0
5/5/2011,17:55:26,0,0,0,0,0
5/5/2011,17:55:27,0,0,0,0,0
5/5/2011,17:55:28,0,0,0,0,0
5/5/2011,17:55:29,0,0,0,0,0
5/5/2011,17:55:30,0,0,0,0,0
5/5/2011,17:55:31,0,0,0,0,0
5/5/2011,17:55:32,0,0,0,0,0
5/5/2011,17:55:33,0,0,0,0,0
5/5/2011,17:55:34,0,0,0,0,0
5/5/2011,17:55:35,0,0,0,0,0
5/5/2011,17:55:36,0,0,0,0,0
5/5/2011,17:55:37,0,0,0,0,0
5/5/2011,17:55:38,0,0,0,0,0
5/5/2011,17:55:39,0,0,0,0,0
5/5/2011,17:55:40,0,0,0,0,0
5/5/2011,17:55:41,0,0,0,0,0
5/5/2011,17:55:42,0,0,0,0,0
5/5/2011,17:55:43,0,0,0,0,0
5/5/2011,17:55:44,0,0,0,0,0
5/5/2011,17:55:45,0,0,0,0,0
5/5/2011,17:55:46,0,0,0,0,0
5/5/2011,17:55:47,0,0,0,0,0
5/5/2011,17:55:48,0,0,0,0,0
5/5/2011,17:55:49,0,0,0,0,0
5/5/2011,17:55:50,0,0,0,0,0
5/5/2011,17:55:51,0,0,0,0,0
5/5/2011,17:55:52,0,0,0,0,0
5/5/2011,17:55:53,0,0,0,0,0
5/5/2011,17:55:54,0,0,0,0,0
5/5/2011,17:55:55,0,0,0,0,0
5/5/2011,17:55:56,0,0,0,0,0
5/5/2011,17:55:57,0,0,0,0,0
5/5/2011,17:55:58,0,0,0,0,0
5/5/2011,17:55:59,0,0,0,0,0
5/5/2011,17:56:00,0,0,0,0,0
5/5/2011,17:56:01,0,0,0,0,0
5/5/2011,17:56:02,0,0,0,0,0
5/5/2011,17:56:03,0,0,0,0,0
5/5/2011,17:56:04,0,0,0,0,0
5/5/2011,17:56:05,0,0,0,0,0
5/5/2011,17:56:06,0,0,0,0,0
5/5/2011,17:56:07,0,0,0,0,0
5/5/2011,17:56:08,0,0,0,0,0
5/5/2011,17:56:09,0,0,0,0,0
5/5/2011,17:56:10,0,0,0,0,0
5/5/2011,17:56:11,0,0,0,0,0
5/5/2011,17:56:12,0,0,0,0,0
5/5/2011,17:56:13,0,0,0,0,0
5/5/2011,17:56:14,0,0,0,0,0
5/5/2011,17:56:15,0,0,0,0,0
5/5/2011,17:56:16,0,0,0,0,0
5/5/2011,17:56:17,0,0,0,0,0
5/5/2011,17:56:18,0,0,0,0,0
5/5/2011,17:56:19,0,0,0,0,0
5/5/2011,17:56:20,0,0,0,0,0
5/5/2011,17:56:21,0,0,0,0,0
5/5/2011,17:56:22,0,0,0,0,0
5/5/2011,17:56:23,0,0,0,0,0
5/5/2011,17:56:24,0,0,0,0,0
5/5/2011,17:56:25,0,0,0,0,0
5/5/2011,17:56:26,0,0,0,0,0
5/5/2011,17:56:27,0,0,0,0,0
5/5/2011,17:56:28,0,0,0,0,0
5/5/2011,17:56:29,0,0,0,0,0
5/5/2011,17:56:30,0,0,0,0,0
5/5/2011,17:56:31,0,0,0,0,0
5/5/2011,17:56:32,0,0,0,0,0
5/5/2011,17:56:33,0,0,0,0,0
5/5/2011,17:56:34,0,0,0,0,0
5/5/2011,17:56:35,0,0,0,0,0
5/5/2011,17:56:36,0,0,0,0,0
5/5/2011,17:56:37,0,0,0,0,0
5/5/2011,17:56:38,0,0,0,0,0
5/5/2011,17:56:39,0,0,0,0,0
5/5/2011,17:56:40,0,0,0,0,0
5/5/2011,17:56:41,0,0,0,0,0
5/5/2011,17:56:42,0,0,0,0,0
5/5/2011,17:56:43,0,0,0,0,0
5/5/2011,17:56:44,0,0,0,0,0
5/5/2011,17:56:45,0,0,0,0,0
5/5/2011,17:56:46,0,0,0,0,0
5/5/2011,17:56:47,0,0,0,0,0
5/5/2011,17:56:48,0,0,0,0,0
5/5/2011,17:56:49,0,0,0,0,0
5/5/2011,17:56:50,0,0,0,0,0
5/5/2011,17:56:51,0,0,0,0,0
5/5/2011,17:56:52,0,0,0,0,0
5/5/2011,17:56:53,0,0,0,0,0
5/5/2011,17:56:54,0,0,0,0,0
5/5/2011,17:56:55,0,0,0,0,0
5/5/2011,17:56:56,0,0,0,0,0
5/5/2011,17:56:57,0,0,0,0,0
5/5/2011,17:56:58,0,0,0,0,0
5/5/2011,17:56:59,0,0,0,0,0
5/5/2011,17:57:00,0,0,0,0,0
5/5/2011,17:57:01,0,0,0,0,0
5/5/2011,17:57:02,0,0,0,0,0
5/5/2011,17:57:03,0,0,0,0,0
5/5/2011,17:57:04,0,0,0,0,0
5/5/2011,17:57:05,0,0,0,0,0
5/5/2011,17:57:06,0,0,0,0,0
5/5/2011,17:57:07,0,0,0,0,0
5/5/2011,17:57:08,0,0,0,0,0
5/5/2011,17:57:09,0,0,0,0,0
5/5/2011,17:57:10,0,0,0,0,0
5/5/2011,17:57:11,0,0,0,0,0
5/5/2011,17:57:12,0,0,0,0,0
5/5/2011,17:57:13,0,0,0,0,0
5/5/2011,17:57:14,0,0,0,0,0
5/5/2011,17:57:15,0,0,0,0,0
5/5/2011,17:57:16,0,0,0,0,0
5/5/2011,17:57:17,0,0,0,0,0
5/5/2011,17:57:18,0,0,0,0,0
5/5/2011,17:57:19,0,0,0,0,0
5/5/2011,17:57:20,0,0,0,0,0
5/5/2011,17:57:21,0,0,0,0,0
5/5/2011,17:57:22,0,0,0,0,0
5/5/2011,17:57:23,0,0,0,0,0
5/5/2011,17:57:24,0,0,0,0,0
5/5/2011,17:57:25,0,0,0,0,0
5/5/2011,17:57:26,0,0,0,0,0
5/5/2011,17:57:27,0,0,0,0,0
5/5/2011,17:57:28,0,0,0,0,0
5/5/2011,17:57:29,0,0,0,0,0
5/5/2011,17:57:30,0,0,0,0,0
5/5/2011,17:57:31,0,0,0,0,0
5/5/2011,17:57:32,0,0,0,0,0
5/5/2011,17:57:33,0,0,0,0,0
5/5/2011,17:57:34,0,0,0,0,0
5/5/2011,17:57:35,0,0,0,0,0
5/5/2011,17:57:36,0,0,0,0,0
5/5/2011,17:57:37,0,0,0,0,0
5/5/2011,17:57:38,0,0,0,0,0
5/5/2011,17:57:39,0,0,0,0,0
5/5/2011,17:57:40,0,0,0,0,0
5/5/2011,17:57:41,0,0,0,0,0
5/5/2011,17:57:42,0,0,0,0,0
5/5/2011,17:57:43,0,0,0,0,0
5/5/2011,17:57:44,0,0,0,0,0
5/5/2011,17:57:45,0,0,0,0,0
5/5/2011,17:57:46,0,0,0,0,0
5/5/2011,17:57:47,0,0,0,0,0
5/5/2011,17:57:48,0,0,0,0,0
5/5/2011,17:57:49,0,0,0,0,0
5/5/2011,17:57:50,0,0,0,0,0
5/5/2011,17:57:51,0,0,0,0,0
5/5/2011,17:57:52,0,0,0,0,0
5/5/2011,17:57:53,0,0,0,0,0
5/5/2011,17:57:54,0,0,0,0,0
5/5/2011,17:57:55,0,0,0,0,0
5/5/2011,17:57:56,0,0,0,0,0
5/5/2011,17:57:57,0,0,0,0,0
5/5/2011,17:57:58,0,0,0,0,0
5/5/2011,17:57:59,0,0,0,0,0
5/5/2011,17:58:00,0,0,0,0,0
5/5/2011,17:58:01,0,0,0,0,0
5/5/2011,17:58:02,0,0,0,0,0
5/5/2011,17:58:03,0,0,0,0,0
5/5/2011,17:58:04,0,0,0,0,0
5/5/2011,17:58:05,0,0,0,0,0
5/5/2011,17:58:06,0,0,0,0,0
5/5/2011,17:58:07,0,0,0,0,0
5/5/2011,17:58:08,0,0,0,0,0
5/5/2011,17:58:09,0,0,0,0,0
5/5/2011,17:58:10,0,0,0,0,0
5/5/2011,17:58:11,0,0,0,0,0
5/5/2011,17:58:12,0,0,0,0,0
5/5/2011,17:58:13,0,0,0,0,0
5/5/2011,17:58:14,0,0,0,0,0
5/5/2011,17:58:15,0,0,0,0,0
5/5/2011,17:58:16,0,0,0,0,0
5/5/2011,17:58:17,0,0,0,0,0
5/5/2011,17:58:18,0,0,0,0,0
5/5/2011,17:58:19,0,0,0,0,0
5/5/2011,17:58:20,0,0,0,0,0
5/5/2011,17:58:21,0,0,0,0,0
5/5/2011,17:58:22,0,0,0,0,0
5/5/2011,17:58:23,0,0,0,0,0
5/5/2011,17:58:24,0,0,0,0,0
5/5/2011,17:58:25,0,0,0,0,0
5/5/2011,17:58:26,0,0,0,0,0
5/5/2011,17:58:27,0,0,0,0,0
5/5/2011,17:58:28,0,0,0,0,0
5/5/2011,17:58:29,0,0,0,0,0
5/5/2011,17:58:30,0,0,0,0,0
5/5/2011,17:58:31,0,0,0,0,0
5/5/2011,17:58:32,0,0,0,0,0
5/5/2011,17:58:33,0,0,0,0,0
5/5/2011,17:58:34,0,0,0,0,0
5/5/2011,17:58:35,0,0,0,0,0
5/5/2011,17:58:36,0,0,0,0,0
5/5/2011,17:58:37,0,0,0,0,0
5/5/2011,17:58:38,0,0,0,0,0
5/5/2011,17:58:39,0,0,0,0,0
5/5/2011,17:58:40,0,0,0,0,0
5/5/2011,17:58:41,0,0,0,0,0
5/5/2011,17:58:42,0,0,0,0,0
5/5/2011,17:58:43,0,0,0,0,0
5/5/2011,17:58:44,0,0,0,0,0
5/5/2011,17:58:45,0,0,0,0,0
5/5/2011,17:58:46,0,0,0,0,0
5/5/2011,17:58:47,0,0,0,0,0
5/5/2011,17:58:48,0,0,0,0,0
5/5/2011,17:58:49,0,0,0,0,0
5/5/2011,17:58:50,0,0,0,0,0
5/5/2011,17:58:51,0,0,0,0,0
5/5/2011,17:58:52,0,0,0,0,0
5/5/2011,17:58:53,0,0,0,0,0
5/5/2011,17:58:54,0,0,0,0,0
5/5/2011,17:58:55,0,0,0,0,0
5/5/2011,17:58:56,0,0,0,0,0
5/5/2011,17:58:57,0,0,0,0,0
5/5/2011,17:58:58,0,0,0,0,0
5/5/2011,17:58:59,0,0,0,0,0
5/5/2011,17:59:00,0,0,0,0,0
5/5/2011,17:59:01,0,0,0,0,0
5/5/2011,17:59:02,0,0,0,0,0
5/5/2011,17:59:03,0,0,0,0,0
5/5/2011,17:59:04,0,0,0,0,0
5/5/2011,17:59:05,0,0,0,0,0
5/5/2011,17:59:06,0,0,0,0,0
5/5/2011,17:59:07,0,0,0,0,0
5/5/2011,17:59:08,0,0,0,0,0
5/5/2011,17:59:09,0,0,0,0,0
5/5/2011,17:59:10,0,0,0,0,0
5/5/2011,17:59:11,0,0,0,0,0
5/5/2011,17:59:12,0,0,0,0,0
5/5/2011,17:59:13,0,0,0,0,0
5/5/2011,17:59:14,0,0,0,0,0
5/5/2011,17:59:15,0,0,0,0,0
5/5/2011,17:59:16,0,0,0,0,0
5/5/2011,17:59:17,0,0,0,0,0
5/5/2011,17:59:18,0,0,0,0,0
5/5/2011,17:59:19,0,0,0,0,0
5/5/2011,17:59:20,0,0,0,0,0
5/5/2011,17:59:21,0,0,0,0,0
5/5/2011,17:59:22,0,0,0,0,0
5/5/2011,17:59:23,0,0,0,0,0
5/5/2011,17:59:24,0,0,0,0,0
5/5/2011,17:59:25,0,0,0,0,0
5/5/2011,17:59:26,0,0,0,0,0
5/5/2011,17:59:27,0,0,0,0,0
5/5/2011,17:59:28,0,0,0,0,0
5/5/2011,17:59:29,0,0,0,0,0
5/5/2011,17:59:30,0,0,0,0,0
5/5/2011,17:59:31,0,0,0,0,0
5/5/2011,17:59:32,0,0,0,0,0
5/5/2011,17:59:33,0,0,0,0,0
5/5/2011,17:59:34,0,0,0,0,0
5/5/2011,17:59:35,0,0,0,0,0
5/5/2011,17:59:36,0,0,0,0,0
5/5/2011,17:59:37,0,0,0,0,0
5/5/2011,17:59:38,0,0,0,0,0
5/5/2011,17:59:39,0,0,0,0,0
5/5/2011,17:59:40,0,0,0,0,0
5/5/2011,17:59:41,0,0,0,0,0
5/5/2011,17:59:42,0,0,0,0,0
5/5/2011,17:59:43,0,0,0,0,0
5/5/2011,17:59:44,0,0,0,0,0
5/5/2011,17:59:45,0,0,0,0,0
5/5/2011,17:59:46,0,0,0,0,0
5/5/2011,17:59:47,0,0,0,0,0
5/5/2011,17:59:48,0,0,0,0,0
5/5/2011,17:59:49,0,0,0,0,0
5/5/2011,17:59:50,0,0,0,0,0
5/5/2011,17:59:51,0,0,0,0,0
5/5/2011,17:59:52,0,0,0,0,0
5/5/2011,17:59:53,0,0,0,0,0
5/5/2011,17:59:54,0,0,0,0,0
5/5/2011,17:59:55,0,0,0,0,0
5/5/2011,17:59:56,0,0,0,0,0
5/5/2011,17:59:57,0,0,0,0,0
5/5/2011,17:59:58,0,0,0,0,0
5/5/2011,17:59:59,0,0,0,0,0
5/5/2011,18:00:00,0,0,0,0,0
5/5/2011,18:00:01,0,0,0,0,0
5/5/2011,18:00:02,0,0,0,0,0
5/5/2011,18:00:03,0,0,0,0,0
5/5/2011,18:00:04,0,0,0,0,0
5/5/2011,18:00:05,0,0,0,0,0
5/5/2011,18:00:06,0,0,0,0,0
5/5/2011,18:00:07,0,0,0,0,0
5/5/2011,18:00:08,0,0,0,0,0
5/5/2011,18:00:09,0,0,0,0,0
5/5/2011,18:00:10,0,0,0,0,0
5/5/2011,18:00:11,0,0,0,0,0
5/5/2011,18:00:12,0,0,0,0,0
5/5/2011,18:00:13,0,0,0,0,0
5/5/2011,18:00:14,0,0,0,0,0
5/5/2011,18:00:15,0,0,0,0,0
5/5/2011,18:00:16,0,0,0,0,0
5/5/2011,18:00:17,0,0,0,0,0
5/5/2011,18:00:18,0,0,0,0,0
5/5/2011,18:00:19,0,0,0,0,0
5/5/2011,18:00:20,0,0,0,0,0
5/5/2011,18:00:21,0,0,0,0,0
5/5/2011,18:00:22,0,0,0,0,0
5/5/2011,18:00:23,0,0,0,0,0
5/5/2011,18:00:24,0,0,0,0,0
5/5/2011,18:00:25,0,0,0,0,0
5/5/2011,18:00:26,0,0,0,0,0
5/5/2011,18:00:27,0,0,0,0,0
5/5/2011,18:00:28,0,0,0,0,0
5/5/2011,18:00:29,0,0,0,0,0
5/5/2011,18:00:30,0,0,0,0,0
5/5/2011,18:00:31,0,0,0,0,0
5/5/2011,18:00:32,0,0,0,0,0
5/5/2011,18:00:33,0,0,0,0,0
5/5/2011,18:00:34,0,0,0,0,0
5/5/2011,18:00:35,0,0,0,0,0
5/5/2011,18:00:36,0,0,0,0,0
5/5/2011,18:00:37,0,0,0,0,0
5/5/2011,18:00:38,0,0,0,0,0
5/5/2011,18:00:39,0,0,0,0,0
5/5/2011,18:00:40,0,0,0,0,0
5/5/2011,18:00:41,0,0,0,0,0
5/5/2011,18:00:42,0,0,0,0,0
5/5/2011,18:00:43,0,0,0,0,0
5/5/2011,18:00:44,0,0,0,0,0
5/5/2011,18:00:45,0,0,0,0,0
5/5/2011,18:00:46,0,0,0,0,0
5/5/2011,18:00:47,0,0,0,0,0
5/5/2011,18:00:48,0,0,0,0,0
5/5/2011,18:00:49,0,0,0,0,0
5/5/2011,18:00:50,0,0,0,0,0
5/5/2011,18:00:51,0,0,0,0,0
5/5/2011,18:00:52,0,0,0,0,0
5/5/2011,18:00:53,0,0,0,0,0
5/5/2011,18:00:54,0,0,0,0,0
5/5/2011,18:00:55,0,0,0,0,0
5/5/2011,18:00:56,0,0,0,0,0
5/5/2011,18:00:57,0,0,0,0,0
5/5/2011,18:00:58,0,0,0,0,0
5/5/2011,18:00:59,0,0,0,0,0
5/5/2011,18:01:00,0,0,0,0,0
5/5/2011,18:01:01,0,0,0,0,0
5/5/2011,18:01:02,0,0,0,0,0
5/5/2011,18:01:03,0,0,0,0,0
5/5/2011,18:01:04,0,0,0,0,0
5/5/2011,18:01:05,0,0,0,0,0
5/5/2011,18:01:06,0,0,0,0,0
5/5/2011,18:01:07,0,0,0,0,0
5/5/2011,18:01:08,0,0,0,0,0
5/5/2011,18:01:09,0,0,0,0,0
5/5/2011,18:01:10,0,0,0,0,0
5/5/2011,18:01:11,0,0,0,0,0
5/5/2011,18:01:12,0,0,0,0,0
5/5/2011,18:01:13,0,0,0,0,0
5/5/2011,18:01:14,0,0,0,0,0
5/5/2011,18:01:15,0,0,0,0,0
5/5/2011,18:01:16,0,0,0,0,0
5/5/2011,18:01:17,0,0,0,0,0
5/5/2011,18:01:18,0,0,0,0,0
5/5/2011,18:01:19,0,0,0,0,0
5/5/2011,18:01:20,0,0,0,0,0
5/5/2011,18:01:21,0,0,0,0,0
5/5/2011,18:01:22,0,0,0,0,0
5/5/2011,18:01:23,0,0,0,0,0
5/5/2011,18:01:24,0,0,0,0,0
5/5/2011,18:01:25,0,0,0,0,0
5/5/2011,18:01:26,0,0,0,0,0
5/5/2011,18:01:27,0,0,0,0,0
5/5/2011,18:01:28,0,0,0,0,0
5/5/2011,18:01:29,0,0,0,0,0
5/5/2011,18:01:30,0,0,0,0,0
5/5/2011,18:01:31,0,0,0,0,0
5/5/2011,18:01:32,0,0,0,0,0
5/5/2011,18:01:33,0,0,0,0,0
5/5/2011,18:01:34,0,0,0,0,0
5/5/2011,18:01:35,0,0,0,0,0
5/5/2011,18:01:36,0,0,0,0,0
5/5/2011,18:01:37,0,0,0,0,0
5/5/2011,18:01:38,0,0,0,0,0
5/5/2011,18:01:39,0,0,0,0,0
5/5/2011,18:01:40,0,0,0,0,0
5/5/2011,18:01:41,0,0,0,0,0
5/5/2011,18:01:42,0,0,0,0,0
5/5/2011,18:01:43,0,0,0,0,0
5/5/2011,18:01:44,0,0,0,0,0
5/5/2011,18:01:45,0,0,0,0,0
5/5/2011,18:01:46,0,0,0,0,0
5/5/2011,18:01:47,0,0,0,0,0
5/5/2011,18:01:48,0,0,0,0,0
5/5/2011,18:01:49,0,0,0,0,0
5/5/2011,18:01:50,0,0,0,0,0
5/5/2011,18:01:51,0,0,0,0,0
5/5/2011,18:01:52,0,0,0,0,0
5/5/2011,18:01:53,0,0,0,0,0
5/5/2011,18:01:54,0,0,0,0,0
5/5/2011,18:01:55,0,0,0,0,0
